radius_mean,texture_mean,smoothness_mean,concavity_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,compactness_worst,concave points_worst,symmetry_worst,fractal_dimension_worst,diagnosis
13.14,20.74,0.08675,0.1085,0.1562,0.0602,0.3152,0.7884,0.007295,0.03179,0.04615,0.01254,0.01561,0.00323,0.3549,0.1181,0.2563,0.08174,1
9.668,18.1,0.08311,0.01479,0.168,0.06412,0.3416,1.312,0.01098,0.01257,0.01031,0.003934,0.02693,0.002979,0.1255,0.025,0.3057,0.07875,1
17.6,23.33,0.09289,0.2136,0.1696,0.07369,0.9289,1.465,0.006766,0.07025,0.06591,0.02311,0.01673,0.0113,0.4785,0.1996,0.2301,0.1224,0
11.62,18.18,0.1175,0.102,0.1957,0.07255,0.4101,1.74,0.01459,0.03206,0.04961,0.01841,0.01807,0.005217,0.2878,0.1416,0.266,0.0927,1
9.667,18.49,0.08946,0.02948,0.2238,0.06413,0.3776,1.35,0.007501,0.01989,0.02714,0.009883,0.0196,0.003913,0.1542,0.0656,0.3174,0.08524,1
12.04,28.14,0.08752,0.02367,0.1854,0.05698,0.6061,2.643,0.007517,0.01555,0.01465,0.01183,0.02047,0.003883,0.09726,0.05547,0.2404,0.06639,1
14.92,14.93,0.08098,0.05539,0.1687,0.05669,0.2446,0.4334,0.003271,0.0177,0.0231,0.008399,0.01148,0.002379,0.2791,0.1147,0.2688,0.08273,1
12.27,29.97,0.07699,0.0,0.1701,0.0596,0.4455,3.647,0.007339,0.008243,0.0,0.0,0.03141,0.003136,0.05213,0.0,0.2409,0.06743,1
10.88,15.62,0.1007,0.05115,0.1861,0.06837,0.1482,0.538,0.004474,0.03093,0.02757,0.006691,0.01212,0.004672,0.3898,0.07966,0.2581,0.108,1
12.83,15.73,0.0904,0.05835,0.1705,0.05913,0.1499,0.4875,0.004873,0.01796,0.03318,0.00836,0.01601,0.002289,0.261,0.09783,0.3006,0.07802,1
14.2,20.53,0.08931,0.05063,0.1506,0.06009,0.3478,1.018,0.004107,0.03288,0.02821,0.0135,0.0161,0.002744,0.3429,0.1339,0.2534,0.07858,1
13.9,16.62,0.06828,0.02224,0.1813,0.05536,0.1555,0.5762,0.003308,0.01315,0.009904,0.004832,0.01316,0.002095,0.2006,0.06222,0.2679,0.07698,1
11.49,14.59,0.1046,0.05308,0.1779,0.06574,0.2034,1.166,0.004957,0.02114,0.04156,0.008038,0.01843,0.003614,0.201,0.07431,0.2941,0.0918,1
16.25,19.51,0.1026,0.2236,0.2151,0.06578,0.3147,0.9857,0.009197,0.0547,0.08079,0.02215,0.02773,0.006355,0.4462,0.1775,0.3318,0.09136,0
12.16,18.03,0.09087,0.02916,0.1464,0.06284,0.2194,1.19,0.004911,0.01666,0.01397,0.005161,0.01454,0.001858,0.2279,0.0569,0.2406,0.07729,1
13.9,19.24,0.07991,0.02995,0.1579,0.05594,0.3316,0.9264,0.003704,0.01082,0.0153,0.006275,0.01062,0.002217,0.1415,0.0815,0.2356,0.07603,1
13.47,14.06,0.1071,0.05786,0.1779,0.06639,0.1588,0.5733,0.00445,0.01452,0.01334,0.008791,0.01698,0.002787,0.2499,0.1335,0.3227,0.09326,1
13.7,17.64,0.0995,0.04548,0.1732,0.06088,0.2431,0.9462,0.003245,0.008186,0.01698,0.009233,0.01285,0.001524,0.1346,0.09077,0.2518,0.0696,1
15.73,11.28,0.1043,0.1191,0.1784,0.06259,0.163,0.3871,0.006034,0.0182,0.03336,0.01067,0.01175,0.002256,0.2979,0.1452,0.2557,0.08181,1
12.45,16.41,0.09514,0.1544,0.2082,0.07325,0.3921,1.207,0.007234,0.07471,0.1114,0.02721,0.03232,0.009627,0.4061,0.1342,0.3231,0.1034,1
14.64,16.85,0.08641,0.05192,0.1409,0.05355,0.2204,1.006,0.003535,0.01393,0.018,0.006144,0.01254,0.001219,0.207,0.07828,0.2455,0.06596,1
19.44,18.82,0.1089,0.2256,0.1823,0.06115,0.5659,1.408,0.005288,0.02833,0.04256,0.01176,0.01717,0.003211,0.3725,0.206,0.3266,0.09009,0
11.68,16.17,0.1128,0.04279,0.1853,0.06401,0.3713,1.154,0.008998,0.01292,0.01851,0.01167,0.02152,0.003213,0.1477,0.09815,0.2804,0.08024,1
16.69,20.2,0.07497,0.03649,0.1846,0.05325,0.2473,0.5679,0.002667,0.01446,0.01423,0.005297,0.01961,0.0017,0.292,0.08737,0.4677,0.07623,0
12.25,22.44,0.08192,0.01714,0.1544,0.05976,0.2239,1.139,0.005096,0.01205,0.00941,0.004551,0.01608,0.002399,0.1804,0.06335,0.31,0.08203,1
17.85,13.23,0.07838,0.04445,0.122,0.05243,0.4834,1.046,0.004369,0.008274,0.01153,0.007437,0.01302,0.001309,0.09976,0.08341,0.1783,0.05871,1
18.01,20.56,0.1001,0.117,0.2116,0.06077,0.7548,1.288,0.007997,0.027,0.03737,0.01648,0.02897,0.003996,0.2327,0.1489,0.3251,0.07625,0
12.46,12.83,0.07372,0.007173,0.1613,0.06013,0.3276,1.486,0.01039,0.01003,0.006416,0.007895,0.02869,0.004821,0.06477,0.0268,0.228,0.07028,1
13.16,20.54,0.07335,0.018,0.1713,0.05888,0.3237,1.473,0.007802,0.02052,0.01341,0.005564,0.02086,0.002701,0.1646,0.04195,0.2687,0.07429,1
14.87,20.21,0.09587,0.06824,0.1487,0.05748,0.2323,1.636,0.005415,0.01371,0.02153,0.01183,0.01959,0.001812,0.1388,0.1017,0.2369,0.06599,1
12.65,18.17,0.1076,0.08017,0.1641,0.06854,0.2324,0.6332,0.005704,0.02502,0.02636,0.01032,0.01759,0.003563,0.3842,0.1407,0.323,0.1033,1
12.47,17.31,0.08928,0.03609,0.1526,0.06046,0.1532,0.781,0.003796,0.01371,0.01346,0.007096,0.01536,0.001541,0.2506,0.1053,0.3035,0.07661,1
18.49,17.52,0.1012,0.1491,0.1832,0.06697,0.7923,1.045,0.007974,0.03214,0.04435,0.01573,0.01617,0.005255,0.3089,0.1663,0.251,0.09445,0
20.59,21.24,0.1085,0.2188,0.1848,0.06222,0.5904,1.216,0.006666,0.02791,0.04062,0.01479,0.01117,0.003727,0.3597,0.2113,0.248,0.08999,0
15.04,16.74,0.09883,0.07721,0.1668,0.06869,0.372,0.8423,0.004123,0.01819,0.01996,0.01004,0.01055,0.003237,0.2176,0.1018,0.2177,0.08549,1
13.82,24.49,0.1162,0.1357,0.2275,0.07237,0.4751,1.528,0.00968,0.03856,0.03476,0.01616,0.02434,0.006995,0.3966,0.1521,0.3651,0.1183,0
12.54,16.32,0.1158,0.05928,0.1943,0.06612,0.2577,1.095,0.009702,0.01567,0.02575,0.01161,0.02801,0.00248,0.1751,0.08411,0.3155,0.07538,1
23.09,19.83,0.09342,0.1676,0.1505,0.05484,1.291,0.7452,0.005753,0.03356,0.03976,0.02156,0.02201,0.002897,0.3625,0.2264,0.2908,0.07277,0
9.268,12.87,0.1634,0.0973,0.2378,0.09502,0.4076,1.093,0.009783,0.04542,0.03483,0.02188,0.02542,0.01045,0.3441,0.1025,0.3038,0.1252,1
9.676,13.14,0.1255,0.1188,0.2057,0.09575,0.2744,1.39,0.02177,0.04888,0.05189,0.0145,0.02632,0.01148,0.3663,0.1075,0.2848,0.1364,1
12.22,20.04,0.1096,0.08175,0.2124,0.06894,0.1811,0.7959,0.006272,0.02198,0.03966,0.009894,0.0132,0.003813,0.2315,0.08088,0.2709,0.08839,1
11.06,17.12,0.1194,0.04063,0.1954,0.07976,0.1779,1.03,0.01262,0.02348,0.018,0.01285,0.0222,0.008313,0.2031,0.09514,0.278,0.1168,1
16.3,15.7,0.09427,0.05526,0.1711,0.05657,0.2067,0.4706,0.007394,0.01203,0.0247,0.01431,0.01344,0.002569,0.1361,0.1357,0.23,0.0723,1
15.46,23.95,0.1183,0.203,0.1807,0.07083,0.3331,1.961,0.009538,0.0494,0.06019,0.02041,0.02105,0.006,0.4967,0.2163,0.3013,0.1067,0
11.74,14.69,0.08099,0.06726,0.1499,0.06758,0.1924,0.6417,0.006982,0.03916,0.04017,0.01528,0.0226,0.006822,0.2793,0.1056,0.2604,0.09879,1
14.81,14.7,0.08472,0.03416,0.1659,0.05348,0.2182,0.6232,0.006708,0.01197,0.01482,0.01056,0.0158,0.001779,0.1011,0.07955,0.2334,0.06142,1
13.4,20.52,0.1106,0.1445,0.2116,0.07325,0.3906,0.9306,0.005414,0.02265,0.03452,0.01334,0.01705,0.004005,0.3856,0.2051,0.3585,0.1109,0
14.58,13.66,0.09832,0.08222,0.1739,0.0564,0.4165,0.6237,0.004953,0.01812,0.03035,0.008648,0.01539,0.002281,0.1928,0.09186,0.2626,0.07048,1
15.05,19.07,0.09215,0.07486,0.1561,0.05915,0.386,1.198,0.004952,0.0163,0.02967,0.009423,0.01152,0.001718,0.2101,0.112,0.2282,0.06954,0
11.34,18.61,0.1049,0.04302,0.1927,0.06211,0.243,1.01,0.008577,0.01641,0.02099,0.01107,0.02434,0.001217,0.1574,0.08542,0.306,0.06783,1
18.31,20.58,0.1068,0.1569,0.186,0.05941,0.5449,0.9225,0.006176,0.01877,0.02913,0.01046,0.01559,0.002725,0.2536,0.151,0.3074,0.07863,0
19.89,20.26,0.1037,0.1411,0.1802,0.06188,0.5079,0.8737,0.005089,0.02303,0.03052,0.01178,0.01057,0.003391,0.3309,0.1613,0.2549,0.09136,0
12.88,18.22,0.1218,0.04825,0.1709,0.07253,0.4426,1.169,0.005273,0.02329,0.01405,0.01244,0.01816,0.003299,0.2961,0.1096,0.2582,0.08893,1
12.75,16.7,0.1125,0.0388,0.212,0.06623,0.3834,1.003,0.007509,0.01561,0.01977,0.009199,0.01805,0.003629,0.1979,0.08045,0.3071,0.08557,1
9.295,13.9,0.1371,0.03332,0.2197,0.07696,0.3538,1.13,0.01546,0.0254,0.02197,0.0158,0.03997,0.003901,0.2097,0.07262,0.3681,0.08982,1
24.63,21.6,0.103,0.231,0.1991,0.06739,0.9915,0.9004,0.004989,0.03212,0.03571,0.01597,0.01879,0.00476,0.4188,0.2475,0.3157,0.09671,0
11.26,19.83,0.08511,0.005067,0.1637,0.06343,0.1344,1.083,0.0042,0.0059,0.003846,0.004065,0.01487,0.002295,0.07723,0.02832,0.2557,0.07613,1
13.71,18.68,0.09916,0.05385,0.1714,0.06843,0.3191,1.249,0.006739,0.02251,0.02086,0.01352,0.0187,0.003747,0.2566,0.1284,0.2849,0.09031,1
9.847,15.68,0.09492,0.0233,0.1387,0.06891,0.2498,1.216,0.008732,0.02042,0.01062,0.006801,0.01824,0.003494,0.2243,0.06528,0.2502,0.09209,1
8.571,13.1,0.1036,0.02565,0.1678,0.07126,0.1267,0.6793,0.007897,0.01762,0.01801,0.00732,0.01592,0.003925,0.2235,0.08512,0.2983,0.1049,1
13.46,18.75,0.1075,0.04201,0.1723,0.06317,0.1998,0.6068,0.004413,0.01443,0.01509,0.007369,0.01354,0.001787,0.3124,0.1427,0.3518,0.08665,1
12.34,12.27,0.09003,0.02958,0.1689,0.05808,0.1166,0.4957,0.003681,0.009169,0.008732,0.00574,0.01129,0.001366,0.2074,0.107,0.311,0.07592,1
13.94,13.17,0.1248,0.101,0.1976,0.06457,0.5461,2.635,0.01004,0.03247,0.04763,0.02853,0.01715,0.005528,0.1364,0.1015,0.216,0.07253,1
12.07,13.44,0.11,0.03781,0.1657,0.06608,0.2513,0.504,0.007327,0.01153,0.01798,0.007986,0.01962,0.002234,0.1632,0.07393,0.2781,0.08052,1
11.75,17.56,0.1073,0.05282,0.1598,0.06677,0.4384,1.907,0.006587,0.01815,0.01737,0.01316,0.01835,0.002318,0.1854,0.101,0.2478,0.07757,1
11.67,20.02,0.1016,0.042,0.1859,0.06461,0.2067,0.8745,0.005251,0.01727,0.0184,0.005298,0.01449,0.002671,0.2964,0.0812,0.3206,0.0895,1
13.68,16.33,0.09277,0.01752,0.1631,0.06155,0.2047,0.4801,0.003828,0.007228,0.007078,0.005077,0.01054,0.001697,0.1564,0.08704,0.2806,0.07782,1
20.47,20.67,0.09156,0.1523,0.2166,0.05419,0.8336,1.736,0.004938,0.03089,0.04093,0.01699,0.02816,0.002719,0.2534,0.1613,0.322,0.06386,0
10.96,17.62,0.09687,0.05263,0.1619,0.06408,0.1507,1.583,0.009501,0.03378,0.04401,0.01346,0.01322,0.003534,0.251,0.09861,0.2289,0.08278,1
20.55,20.86,0.1046,0.2085,0.2127,0.06251,0.6986,0.9901,0.004578,0.02616,0.04005,0.01421,0.01948,0.002689,0.3135,0.2148,0.3077,0.07569,0
14.27,22.55,0.1038,0.1463,0.1926,0.05982,0.2027,1.851,0.006113,0.02583,0.04645,0.01276,0.01451,0.003756,0.2733,0.1362,0.2698,0.08351,0
11.69,24.44,0.1236,0.04515,0.2131,0.07405,0.2957,1.978,0.01288,0.03495,0.01865,0.01766,0.0156,0.005824,0.3251,0.1308,0.2803,0.0997,1
7.729,25.49,0.08098,0.0,0.187,0.07285,0.3777,1.462,0.01266,0.009692,0.0,0.0,0.02882,0.006872,0.0834,0.0,0.3058,0.09938,1
7.691,25.44,0.08668,0.09252,0.2037,0.07751,0.2196,1.479,0.01547,0.06457,0.09252,0.01364,0.02105,0.007551,0.3064,0.05,0.279,0.1066,1
11.54,14.44,0.09984,0.06737,0.1818,0.06782,0.2784,1.768,0.01215,0.04112,0.05553,0.01494,0.0184,0.005512,0.2118,0.06918,0.2329,0.08134,1
14.47,24.99,0.08837,0.1009,0.1872,0.06341,0.2542,1.079,0.007138,0.04653,0.03829,0.01162,0.02068,0.006111,0.4202,0.1205,0.3187,0.1023,1
14.74,25.42,0.08275,0.04105,0.184,0.0568,0.3031,1.385,0.004775,0.01172,0.01947,0.01269,0.0187,0.002626,0.1376,0.1095,0.2722,0.06956,1
13.21,28.06,0.08671,0.02987,0.1628,0.05781,0.2351,1.597,0.004973,0.01372,0.01498,0.009117,0.01724,0.001343,0.1381,0.07958,0.2473,0.06443,1
13.87,20.7,0.09578,0.03688,0.162,0.06688,0.272,1.047,0.006298,0.02172,0.02615,0.009061,0.0149,0.003599,0.2037,0.06845,0.2249,0.08492,1
13.62,23.23,0.09246,0.02974,0.1664,0.05801,0.346,1.336,0.005868,0.02099,0.02021,0.009064,0.02087,0.002583,0.1517,0.07174,0.2642,0.06953,1
10.32,16.35,0.09434,0.01012,0.1885,0.06201,0.2104,0.967,0.007086,0.007247,0.01012,0.005495,0.0156,0.002606,0.08842,0.02381,0.2681,0.07399,1
10.26,16.58,0.08877,0.04358,0.1669,0.06714,0.1144,1.023,0.01027,0.03084,0.02613,0.01097,0.02277,0.00589,0.2246,0.08333,0.2691,0.09479,1
9.683,19.34,0.08491,0.02337,0.158,0.06235,0.2957,1.363,0.00744,0.01123,0.02337,0.009615,0.02203,0.004154,0.09546,0.03846,0.2552,0.0792,1
10.82,24.21,0.08192,0.01548,0.1976,0.06328,0.5196,1.918,0.008263,0.0187,0.01277,0.005917,0.02466,0.002977,0.1633,0.03264,0.3059,0.07626,1
10.86,21.48,0.07431,0.0,0.1661,0.05948,0.3163,1.304,0.009579,0.01104,0.0,0.0,0.03004,0.002228,0.07348,0.0,0.2458,0.06592,1
11.13,22.44,0.09566,0.04824,0.203,0.06552,0.28,1.467,0.003495,0.03051,0.03445,0.01024,0.02912,0.004723,0.1782,0.06413,0.3169,0.08032,1
12.77,29.43,0.08276,0.01997,0.1539,0.05637,0.2409,1.367,0.008835,0.01233,0.01328,0.009305,0.01897,0.001726,0.1064,0.06498,0.2407,0.06484,1
9.333,21.94,0.0924,0.03996,0.1692,0.06576,0.3013,1.879,0.01094,0.01834,0.03996,0.01282,0.03759,0.004623,0.08298,0.02564,0.2435,0.07393,1
12.88,28.92,0.08123,0.06195,0.1566,0.05708,0.2116,1.36,0.008412,0.02153,0.03898,0.00762,0.01695,0.002801,0.162,0.06493,0.2372,0.07242,1
10.29,27.61,0.0903,0.05999,0.1593,0.06127,0.2199,2.239,0.01205,0.02736,0.04804,0.01721,0.01843,0.004938,0.171,0.09127,0.2226,0.08283,1
10.16,19.59,0.1003,0.005025,0.1791,0.06331,0.2441,2.09,0.01291,0.02222,0.004174,0.007082,0.02572,0.002278,0.12,0.02232,0.2262,0.06742,1
9.423,27.88,0.08123,0.0,0.1742,0.06059,0.5375,2.927,0.01159,0.01124,0.0,0.0,0.03004,0.003324,0.07158,0.0,0.2475,0.06969,1
14.59,22.68,0.08473,0.1029,0.1454,0.06147,0.2254,1.108,0.004242,0.04639,0.06578,0.01606,0.01638,0.004406,0.3171,0.1105,0.2258,0.08004,1
11.51,23.93,0.09261,0.1112,0.1388,0.0657,0.2388,2.904,0.0082,0.02982,0.05738,0.01267,0.01488,0.004738,0.2517,0.09653,0.2112,0.08732,1
14.05,27.15,0.09929,0.04462,0.1537,0.06171,0.3645,1.492,0.007256,0.02678,0.02071,0.01626,0.0208,0.005304,0.2264,0.1048,0.225,0.08321,1
11.2,29.37,0.07449,0.0,0.106,0.05502,0.3141,3.896,0.007594,0.008878,0.0,0.0,0.01989,0.001773,0.05494,0.0,0.1566,0.05905,1
15.22,30.62,0.1048,0.255,0.2128,0.07152,0.2602,1.205,0.004625,0.04844,0.07359,0.01608,0.02137,0.006142,0.7917,0.2356,0.4089,0.1409,0
20.92,25.09,0.1099,0.3174,0.2149,0.06879,0.9622,1.026,0.006399,0.0431,0.07845,0.02624,0.02057,0.006213,0.4186,0.2542,0.2929,0.09873,0
21.56,22.39,0.111,0.2439,0.1726,0.05623,1.176,1.256,0.0103,0.02891,0.05198,0.02454,0.01114,0.004239,0.2113,0.2216,0.206,0.07115,0
20.13,28.25,0.0978,0.144,0.1752,0.05533,0.7655,2.463,0.005769,0.02423,0.0395,0.01678,0.01898,0.002498,0.1922,0.1628,0.2572,0.06637,0
16.6,28.08,0.08455,0.09251,0.159,0.05648,0.4564,1.075,0.005903,0.03731,0.0473,0.01557,0.01318,0.003892,0.3094,0.1418,0.2218,0.0782,0
20.6,29.33,0.1178,0.3514,0.2397,0.07016,0.726,1.595,0.006522,0.06158,0.07117,0.01664,0.02324,0.006185,0.8681,0.265,0.4087,0.124,0
7.76,24.54,0.05263,0.0,0.1587,0.05884,0.3857,1.428,0.007189,0.00466,0.0,0.0,0.02676,0.002783,0.06444,0.0,0.2871,0.07039,1
19.81878593188883,20.612509637150296,0.10580081500927953,0.16114676017329446,0.18970707809284126,0.061207027056349436,0.5925379199501261,0.842793094439752,0.005466790631329759,0.029093877899666158,0.03329734865633564,0.0149134189968915,0.014817919162831315,0.0038111630018559054,0.3642281838760278,0.19039094682341312,0.2927858842351427,0.09001405411269887,0
16.726569100785277,21.55866123516565,0.09848771541595043,0.13744141017889516,0.19107739891361933,0.05756582511896911,0.5130298833204802,0.9170138201570557,0.005816591162071157,0.024069237242724115,0.03552632468323955,0.011852999061227014,0.02591864245970593,0.0026852955810355785,0.3796647321131296,0.18550834842061262,0.46764597331288726,0.08771935190765616,0
15.647826091095695,19.51473242953165,0.1210382944465164,0.2511984966118828,0.21997324485718447,0.07265433124043083,0.5701508341049427,1.3267508360089622,0.008519468260219732,0.051321020644941,0.07995583691337128,0.02029923087175489,0.040925234701315684,0.0061125585777479265,0.46007575431208525,0.2129498327982076,0.38292307860740177,0.1037817726246025,0
14.177522567807005,23.821988956580753,0.1265787723980559,0.14477432296578988,0.21380910049417656,0.07130391948960853,0.4863320373269787,1.6841008798899526,0.008020375911011695,0.028056463823608355,0.028100252716059974,0.012504588507676809,0.01960868853974138,0.004020263987702495,0.4529651583424785,0.18618231911804178,0.40110540486251733,0.10121544861179535,0
18.491826487018677,17.515702383485458,0.10124512497340268,0.1490634702596264,0.18334397015323714,0.06691799884017405,0.7914458487177348,1.0507588061294857,0.007975375237284654,0.032020418820482885,0.04423256762874015,0.01573300833156018,0.016215984496705596,0.005247640331718847,0.30804262550534894,0.16631181844541498,0.251412571185396,0.09434374143167797,0
17.08533025204593,24.1759907561378,0.11512688235678464,0.2153864262592767,0.21314943838514183,0.06420109313693462,0.5971979523840637,1.2684283334422315,0.007379508572175301,0.04001704770468867,0.04755272782687291,0.011174441876704945,0.018933061392977117,0.004741402590290599,0.4950897314423087,0.18658731839243808,0.345124075170018,0.10263338205785792,0
16.900057568444343,22.035353778748625,0.10002628530149558,0.12836604451350545,0.20175182124836874,0.05868328657185865,0.7347778733815491,1.5663690602390334,0.008171901713076106,0.05138648630862781,0.050926804468915954,0.017844227557397112,0.032296957283820024,0.005970126124866916,0.2582682751360876,0.13459006703123583,0.2941688403063182,0.07661556311067576,0
17.300696531214534,16.355852601314687,0.11646326590363092,0.21327586708660207,0.2883188439869773,0.07282323699891478,1.0344510405039224,0.9008611274375998,0.008013283526068029,0.04159242773272142,0.03895521964730394,0.023392552025196127,0.023579748553117726,0.0073751300580509145,0.42465534671389993,0.24708878615559218,0.40103742776565077,0.1067652890142321,0
18.27050250250027,20.185025025002727,0.0987885909238053,0.12780351017520086,0.18165527527503,0.05809999966625904,0.48025576242544626,0.8242170603881784,0.004950260994258462,0.015511456456272495,0.024791858191279947,0.010413919586250318,0.014339245912508635,0.002365572772752481,0.2562331664999818,0.17877990657480824,0.306675879212505,0.08195437270622706,0
19.64391479254376,26.68212473807771,0.09616360539167032,0.16073843832970777,0.1838978195279609,0.060132814499397585,0.49895776086426097,0.7596488783246895,0.005025066936722332,0.026924117893979388,0.03000843832970779,0.009118800223529996,0.014491617684096908,0.0031754949574445226,0.5279500558824992,0.17533610560155277,0.3484683070273751,0.10068347408933759,0
14.0604411813796,24.04810809908614,0.10218292896660007,0.11997384705571264,0.2249006358769773,0.06714527811272436,0.4397486479268912,1.7339996067495493,0.010459809236906812,0.03761123209509671,0.03613766298520203,0.016231482513383126,0.037759217285104715,0.005547804024507109,0.4026435215860278,0.16841100987196747,0.43482794260008406,0.10809749581713589,0
19.68958523857895,25.05975114314737,0.10235352547207892,0.20981543116763293,0.19313822179702714,0.057505027112700106,0.4812921407817636,1.2873649900505237,0.008480740833391738,0.025514077411184402,0.048313152186799976,0.01271945656039993,0.016096306498476307,0.0025125614153318635,0.284881920487582,0.15984483673100042,0.2796901307209489,0.07273076781932142,0
20.397475152889445,21.80497491020779,0.09195967334733793,0.10135891288775858,0.16155700087365396,0.05546065039314428,0.5902567062930338,0.9235634756832981,0.0062273049305930465,0.019051225031548616,0.024435797534354382,0.014650499854391007,0.014389925215986673,0.0019121424779159693,0.2428244812164399,0.18070523488093287,0.2619732461413617,0.06794399786440143,0
15.82007844165808,23.092365618455197,0.08511726198449028,0.05735274867117455,0.15861310377332657,0.05820028651287335,0.3590157295606587,1.0806724881249206,0.005829216739961932,0.013935169171700405,0.021559706847888993,0.010678711575683893,0.017709549161287398,0.002765185534603496,0.16881769461853785,0.11446730241024748,0.28274319217384114,0.07952503675773419,0
17.69564149768716,27.958603758156272,0.09988967922792581,0.1641937723734071,0.1719490567440339,0.05945613213946547,0.43346265096648634,1.083084906975318,0.005040637806435065,0.020315509469728647,0.036178150772278636,0.01138233968365475,0.01302554731147425,0.0027069868250808884,0.36550679014204135,0.1936330181403241,0.2975083019534161,0.09073783018604936,0
20.186683251317028,27.01067330052681,0.100214463910753,0.1562107246061352,0.18234364120731317,0.0564148630708397,0.4232640981617569,1.029568577427952,0.0052948878631793915,0.01671399033132929,0.023176309885094264,0.008693815628261478,0.01298406489172604,0.0020586384586550764,0.30410798320173416,0.17157655921908868,0.3162473819225285,0.08183546195202952,0
13.553034064407724,20.823175394104684,0.10709343180110263,0.10228630185167993,0.18711487593829393,0.06746700671603348,0.33064835157852746,0.8408589608639438,0.0064587004931902225,0.024898561342700045,0.0287086039072725,0.013210623303471149,0.014116117957410513,0.0038935251882921016,0.405257610011568,0.2035087333851211,0.2930522830672192,0.10964031528374688,0
18.747522691160665,24.953303078452446,0.10154540883436326,0.20625594610827522,0.21136917462385815,0.06025838747232671,0.7459631262708224,1.2242045964427737,0.005532015604621174,0.02912346761902205,0.04748208412654488,0.011706562898173026,0.019940423699489524,0.0041914608941295015,0.3940291414333693,0.1880544745244492,0.3598286199677592,0.09633137924529823,0
20.48699182015122,22.39867900020441,0.0908651219325567,0.15891361516452004,0.18609146854690506,0.05205656601267142,0.8303083173921888,1.4884288662987952,0.007511308615246184,0.035735060774984624,0.05123652243531525,0.0233018675920697,0.030251523583077655,0.0029596710499081146,0.3099912697894977,0.1819144254976483,0.31357074383813927,0.06592498356754649,0
22.316825792027455,22.23509413613473,0.09922272846441484,0.19455141765435002,0.17591941136854147,0.05592018827226947,0.9494833682107294,1.0790089858293683,0.007914449696474857,0.027374219006821476,0.041464104784460595,0.020862092203656042,0.014866592496415901,0.004018148496946373,0.276360462823413,0.22735364637213856,0.2736717330999989,0.08032042714082392,0
18.22514462898695,18.85342286215316,0.09679805773701233,0.11121024073798412,0.17963677667603017,0.05650338151912431,0.39573140351456004,0.5460356741952608,0.004709247225894568,0.01616648270928535,0.023510661058777443,0.011160707253805274,0.012632245158743125,0.0023730302895755458,0.2744822310912774,0.17642816784186122,0.28345220424539846,0.08125975194182689,0
11.796135315486163,18.39294720840314,0.10474797799693436,0.06973810256763972,0.19270535645195397,0.06969957462688481,0.5716001404187314,1.6194316981546846,0.005575673885039034,0.020931246875770835,0.02596811004011451,0.012567437198921094,0.018902806276167722,0.0040719704093656025,0.30457393295490626,0.10909038981689412,0.3235057287474896,0.10124267706614852,0
17.225339567046337,24.84579443345293,0.09848816714239422,0.15153470183055223,0.1760482845124058,0.060960466798564844,0.5614870991337206,1.2719520539366322,0.0066486038424152846,0.05142512090048409,0.04501775732313913,0.013496261961928354,0.01551253585601496,0.005372295833733888,0.6209556237491126,0.18410809896083682,0.301869902844752,0.11418581683794826,0
19.424676329343047,18.574821269488734,0.10690792281459595,0.20146521871529713,0.18498164236496697,0.06029570536087481,0.5295062821897337,1.2498214096435902,0.005428211586511131,0.02590119820087276,0.037974391555906456,0.012997386405549052,0.016809893739561578,0.0027336676590358766,0.37341942023941727,0.21335536191533802,0.3390121732321329,0.08540861861430049,0
19.899224454009513,29.873121340133103,0.09256908762421559,0.13265353565546764,0.16273812051651362,0.05448382299803487,0.7553843385674168,2.0237572107981032,0.005680536040703646,0.025080023261064968,0.03455371079760386,0.014472244540095113,0.016803017349489725,0.0024049205297838362,0.2758561354215522,0.16268461222700475,0.2626232253307765,0.06995086722195241,0
15.516518561298431,22.81360435169455,0.10039801509881259,0.14832933304212564,0.18524403286148924,0.06537985133273819,0.39834533660111027,0.9237434929062156,0.009459240346302328,0.029914791119736543,0.05038097167030428,0.016297038454528893,0.021222143516408047,0.0035149861280697006,0.30433569450775855,0.16754081883037203,0.2812586163444572,0.08862106465635797,0
13.91570630243666,22.589365966395928,0.10990172479136862,0.18993061275548526,0.20198222199102916,0.07097369047884586,0.20886733473536184,1.4035401819663016,0.006320327423018546,0.04782901422092363,0.052066211205818856,0.015069470028561025,0.01785610714365376,0.006601503270985558,0.600824840414109,0.19170601261825643,0.3287177297059034,0.1226069656255544,0
15.536828777586729,23.95,0.11154497747833604,0.18258718478580288,0.181487987462428,0.06739240469515789,0.34692917996561123,1.787051767669021,0.009583506275955216,0.045826476857889056,0.05828307034092426,0.02031347153585257,0.022775692542717302,0.00540940339691022,0.4367538537957905,0.19573352723062942,0.29728126394161725,0.09806562738044529,0
17.45531792656879,24.9384044923893,0.10363734168491591,0.20189330194662544,0.14704624622164328,0.06218472907156522,0.9240306039202443,1.4854658574364206,0.013502116490985648,0.0507900966709971,0.07502893338525254,0.022614065830158743,0.014474507126829305,0.007304692526564082,0.32318523284124956,0.15383550065157447,0.1996441701976318,0.08571181874874724,0
